账单行号,单号,快递公司,目的地省,账单重量,账单快递费,账单操作费,账单金额,商家ID,在订单中,订单快递,订单省份,订单重量,理论重量,理论快递费,理论总费用,费用差异,重量匹配,状态
7659,321143347164843,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广西壮族自治区,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7660,321143762383071,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7661,435182963892848,韵达快递,北京市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,北京,1,1,2.8,3.7,0,一致,金额一致
7662,435184171111938,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7663,321145477930264,韵达快递,四川省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7664,435184174982231,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7665,321145498207367,韵达快递,福建省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7666,321145502117896,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7667,321145480788350,韵达快递,江苏省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7668,321144780287653,韵达快递,湖北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,湖北省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7669,321144788036081,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7670,321145339267341,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7671,321145336627932,韵达快递,甘肃省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7672,435184171116364,韵达快递,重庆市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,重庆,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7673,435184699745143,韵达快递,河南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7674,435184187386877,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7675,435185082431980,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7676,435184748733878,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7677,435184754071240,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
7678,435184750993590,韵达快递,黑龙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,黑龙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7679,321145504029115,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7680,435185917490649,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7681,435186299341793,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7682,435185933795313,韵达快递,贵州省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,贵州省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7683,321146697000605,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7684,321147110801740,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7685,435185910271269,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,四川省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7686,435185919277080,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7687,321146668559406,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7688,435186444701096,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7689,435186457828687,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,福建省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7690,435185928355487,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7691,435186678867321,韵达快递,贵州省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,贵州省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
7692,321147128301039,韵达快递,云南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7693,435185905597874,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7694,321146720230805,韵达快递,内蒙古自治区,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,内蒙古自治区,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7695,435185917298281,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,福建省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7696,321147279928259,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7697,321147133043105,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7698,321147113656749,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7699,321146668779038,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河南省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7700,321147130308043,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7701,321146676283233,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
7702,321147118796088,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7703,435185908740677,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江苏省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7704,321146673445131,韵达快递,湖北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,湖北省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
7705,435186706759981,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,河北省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7706,428187743132999,韵达快递,山西省,1,2.8,0.9,3.7,70迈官旗(253810120),是,韵达快递,山西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7707,435185928830691,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江苏省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7708,321147266960853,韵达快递,江苏省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,江苏省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7709,321147133063985,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7710,435185912537799,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,四川省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7711,435186303246562,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7712,321146670593259,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
7713,321146673912851,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7714,435186302447842,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7715,435185922749978,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7716,435185928355108,韵达快递,上海市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7717,321146691302486,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7718,435185908742673,韵达快递,北京市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,北京,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7719,321146710561776,韵达快递,河北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河北省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7720,435185921370973,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7721,435186304047272,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江苏省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7722,435185924965213,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7723,435187475542608,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7724,321149418475251,韵达快递,江西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7725,435188336337138,韵达快递,江西省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7726,435187459723155,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7727,435187987201841,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,福建省,1,1,2.8,3.7,0,一致,金额一致
7728,435187476624798,韵达快递,湖南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7729,435187478173127,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7730,435188416907591,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7731,321149070032731,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,浙江省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
7732,435188141218932,韵达快递,黑龙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,黑龙江省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
7733,321149058442970,韵达快递,甘肃省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,甘肃省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7734,435187465246330,韵达快递,上海市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7735,435187569487118,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
7736,435188344128534,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7737,435187485868596,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7738,435187982654513,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江苏省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
7739,435187469774978,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7740,321149415701688,韵达快递,黑龙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7741,435187468138023,韵达快递,重庆市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7742,435187981074163,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
7743,435187477862421,韵达快递,天津市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7744,435187455843976,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7745,435187451980322,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7746,435188960398049,韵达快递,江西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7747,435188946293310,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7748,435188948769214,韵达快递,江西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7749,435188957378314,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,福建省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7750,435189917847021,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,福建省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7751,321151154757846,韵达快递,湖南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7752,435188945508025,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7753,435188966672066,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7754,321150914939994,韵达快递,福建省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7755,435188969743162,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7756,435189497303903,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7757,321150936232104,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7758,435189634073069,韵达快递,吉林省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7759,435188959625143,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,湖北省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7760,435189505208919,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7761,435188947085024,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7762,435188947841521,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7763,435189716594695,韵达快递,湖南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7764,321151328622979,韵达快递,湖南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,湖南省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
7765,435189725218239,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7766,321151389336358,韵达快递,江苏省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,江苏省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7767,435188972132746,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江苏省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
7768,435189025822532,韵达快递,云南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7769,435188964859407,韵达快递,黑龙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,黑龙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7770,321151389926365,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7771,435189897122012,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7772,435188960515812,韵达快递,北京市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,北京,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
7773,435189892546706,韵达快递,重庆市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7774,428188290881378,韵达快递,上海市,1,2.8,0.9,3.7,70迈官旗(253810120),否,,,,,,,,,未在发货订单中
7775,435188958701720,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7776,321150936156000,韵达快递,陕西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7777,321152216148290,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7778,435191357390843,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7779,321152205641886,韵达快递,山西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,山西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7780,435191140783617,韵达快递,江西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江西省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
7781,435191355010213,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7782,435191352664794,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7783,435191138395038,韵达快递,湖南省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,湖南省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7784,435190604394864,韵达快递,重庆市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,重庆,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
7785,321153192394190,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7786,321153378616533,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7787,435191559713878,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7788,435191147652077,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7789,435191362798312,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7790,435191143850179,韵达快递,北京市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,北京,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7791,435191402674716,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7792,321152953084279,韵达快递,四川省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,四川省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7793,321152228055383,韵达快递,甘肃省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,甘肃省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7794,435191565924586,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7795,321152231032815,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7796,321152213865271,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7797,435191353491052,韵达快递,黑龙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7798,435191357390931,韵达快递,天津市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7799,321153189377846,韵达快递,天津市,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7800,435191530672972,韵达快递,江西省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7801,321153331446848,韵达快递,河北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7802,321152210606613,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
7803,435190617744583,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
7804,435191570489692,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
7805,321152226164465,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
7806,321152944855932,韵达快递,江苏省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,江苏省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
